,text,score,kelas,,,,,,,
3184, hiruk pikuk covid konklusinya vaksin yes harganya dibicarakan sosoknya sialnya negeri dikasih bocoran harga vaksin murah hoaks,0,netral,,,,,,,
3185,suruh geng antivaksin bumi flat fahaman sesat hospital pesakit covid sebarang ppe kena virus bertahan hidup sujud hahahahaha,-2,negatif,,,,,,,
3186, syuting susi cek ombak narasumber program vaksin covid kesimpulan sd ditentukannya vaksin aman dilaksanakannya program vaksinasi vaksin teraman terbaik lakukan dengarkan video lupa tenggelamkan,1,positif,,,,,,,
3187, berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis ,0,netral,,,,,,,
3188, berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis ,0,netral,,,,,,,
3189,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3190, mars pas vaksin covid ayok gue,0,netral,,,,,,,
3191,digital currency china bitcoin salah sistem agenda nwo vaksin covid ai digital currency gabungan menunduk mengawal manusia sesuka hati peralatan elektronik,-1,negatif,,,,,,,
3192, kejauhan mas berita nih bantuin terjemahannya,0,netral,,,,,,,
3193,ayo melaksanakan vaksin covid badan kenal lawan kebal thd virus bakteri,-2,negatif,,,,,,,
3194,ayo melaksanakan vaksin covid badan kenal lawan kebal thd virus bakteri,-2,negatif,,,,,,,
3195,dibaca ya,1,positif,,,,,,,
3196,bang fadli pengadaan vaksin covid dipikirkan entar rakyatnya disuruh vaksin duluan kelinci percobaan,-1,negatif,,,,,,,
3197,kementerian bumn menjamin program vaksinasi covid memenuhi standar keamanan kesehatan prosedur vaksin dunia dijajaki kementerian bumn masukan kalangan ahli,4,positif,,,,,,,
3198,presiden terlibat proses pengadaan pelaksanaan vaksin ter gesa menjamin keamanan efektivitas vaksin covid,1,positif,,,,,,,
3199, kelompok usia prioritas utama vaksinasi covid dirjen kemenkes achmad yurianto syarat disepakati produsen vaksin sinovac sinofarm cansino,0,netral,,,,,,,
3200,lumayan jeti,1,positif,,,,,,,
3201,risau covid setakat menteri bermasalah golongan anti vaksin pantau,-2,negatif,,,,,,,
3202, bikinan suka vaksin flu covid vaksinnya penyimpanannya cmiiw,-1,negatif,,,,,,,
3203, orang lembaga dipercaya masyarakat berusaha vaksin covid aman ditambah pemaksaan keharusan dendanya vaksin tidaklayak salah strategi ,0,netral,,,,,,,
3204,tim pastikan vaksin covid sinovac dicek berkali kali keamanannya,0,netral,,,,,,,
3205,ayo disiplin laksanakan protokol kesehatan vaksin pencegahan memutus mata rantai penyebaran covid produktif,2,positif,,,,,,,
3206, nak vaksin penyapu ado sapu sapu je lari covid ,0,netral,,,,,,,
3207,pemerintah jepang selasa kemarin menyetujui ruu membayar biaya administrasi vaksin virus covid masyarakat sejalan janji perdanamenteri yoshihide suga mengamankan vaksin virus corona penduduk jepang paruh ,2,positif,,,,,,,
3208, vaksin covid dipaksakannya wni saran uji coba president wakilnya menteri maju tunggu reaksinya bagus tidakada,1,positif,,,,,,,
3209,antusiasme masyarakat dukung uji klinis vaksin covid,1,positif,,,,,,,
3210,pesan presiden jokowi terkait vaksin covid,0,netral,,,,,,,
3211,pemerintah dinilai hatihati distribusikan vaksin covid,1,positif,,,,,,,
3212,benda je vaksin function prevent benda logik je kang tetiba vaksin taknak cucuk vaksin covid nak ,0,netral,,,,,,,
3213, anti vaksin tegar deh jumpa vaksin covid nak menyibuk beratur mintak cucuk ya,-2,negatif,,,,,,,
3214, sayanganak virus covid wujud virus sekeliling baby budak antibodi kuat vaksin trust allah but tie your camel ikhtiar takawal ,-2,negatif,,,,,,,
3215,vaksin virus corona covid hasil pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan vaksin bernama merah putih dikembangkan eijkman strain virus corona ,-2,negatif,,,,,,,
3216, airlangga hartarto vaksin virus corona salah upaya mengatasi menyelesaikan krisis kesehatan disebabkan pandemi covid,0,netral,,,,,,,
3217,mentri riset teknologi menristek bambang bojonegoro mengembangkan jenis vaksin covid merah putih,0,netral,,,,,,,
3218,tim badan pom cpob pembuatan vaksin covid,-1,negatif,,,,,,,
3219, fasilitas proses sesuai pemenuhan persyaratan cpob tim inspektur cpob badan pom melaksanakan inspeksi industri pembuatan vaksin covid tiongkok,1,positif,,,,,,,
3220,,0,netral,,,,,,,
3221,jokowi centre erick thohir siapkan strategi komunikasi publik terkait pendistribusian vaksin covid,0,netral,,,,,,,
3222,test rapid swab covid gratis pejabat didahulukan giliran vaksin covid gratis eh rakyat didahulukan ya semoga korban jiwa negara sebelah,1,positif,,,,,,,
3223,antivaxx bodoh sebiji bodoh doula follow page pw tengok kebodohan depa masukakal deh vaksin covid golongan antivaxx deh letak pulau asingkan,-2,negatif,,,,,,,
3224,alasannya vaksin covid penyakit menular membutuhkan riset pengadaan vaksin sebentar sumber daya,-1,negatif,,,,,,,
3225,presiden joko widodo jokowi harga vaksin covid dijangkau vaksin digratiskan berbayar harga terjangkau masyarakat luas akses vaksin upaya menghentikan pandemi tercapai,2,positif,,,,,,,
3226,jokowi perhatian masyarakat terkait vaksin covid aksesnya penduduk proses vaksinasi berjalan bertahap,0,netral,,,,,,,
3227,relawan vaksin covid bio farma masuk periode pamantauan,0,netral,,,,,,,
3228, masyarakat vaksin gratis juru bicara pemerintah penanganan covid wiku adisasmito,1,positif,,,,,,,
3229,ketua dpr puan maharani pemerintah memfasilitasi pemberian vaksin covid masyarakat memiliki risiko harga terjangkau hambatan masyarakat mengakses vaksin,-2,negatif,,,,,,,
3230, lantas pemerintah terkait vaksin covid langkah gerak cepat pengadaan vaksin kecepatan negara berlomba lomba memperolehnya,2,positif,,,,,,,
3231, pengadaan vaksin covid dipaksakan secepatnya pro kontra,1,positif,,,,,,,
3232,moratorium automatik bantuan prihatin epf acc wang pencen kakitangan kerajaan vaksin covid tertunai kerajaan prihatin,-1,negatif,,,,,,,
3233,pastikan vaksin covid aman tim pakar ulm sarankan pejabat disuntik ,2,positif,,,,,,,
3234, deh vaksin covid kat bini ,0,netral,,,,,,,
3235,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3236, resmi didistrubusikan masyarakat vaksin serangkaian uji klinis ketat bro dok christian widodo anggota dprd psi prov ntt jubir psi bidang kesehatan,0,netral,,,,,,,
3237,iakmi akhir covid juta dikendalikan mengandalkan vaksin,0,netral,,,,,,,
3238,iakmi akhir covid juta dikendalikan mengandalkan vaksin,0,netral,,,,,,,
3239, menang calon vaksin virus sar cov menang menang calon vaksin orang kebal covid menang virus sar cov orang sakit covid tertolong mati,0,netral,,,,,,,
3240,you vaksin proses prosedur vaksin cairan protein penderita covid hidup mati lemahkan tarungkan virus covid,-3,negatif,,,,,,,
3241, suntik vaksin pasien kebal covid pasien sehat terpapar covid gagal vaksin tanggung orang vaksin jatuhsakit covid,1,positif,,,,,,,
3242, gembira tetiba vaksin covid berkesan selamat dihasilkan pakar negara ,1,positif,,,,,,,
3243,gerak cepat pengadaan vaksin vaksinasi covid bamsoet kesan terburu buru,1,positif,,,,,,,
3244,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3245, negara moga covid cepat settle down vaksin orang bangkitkan kehidupan diaorg terjejas berjalan selamat,1,positif,,,,,,,
3246,pemerintah siapkan aturan penyebaran vaksin sasaran ketua komite penanganan covid pemulihan ekonomi nasional kpcpen airlangga hartarto sehari menko perekonomian,1,positif,,,,,,,
3247, gubernur banten terobosan kebijakan vaksin covid bagus sesuai tujuan nasional melindungi masyarakat pemberian program vaksinasi gratis masyarakat bersedia vaksin tidakada denda juta,4,positif,,,,,,,
3248, ekor mending vaksin cepat sakit operasi emergency kayaknya orang orang covid ya buru vet liburan btw muka erte mewakili muka ku,0,netral,,,,,,,
3249, jajaran presiden informasi berbeda menegasikan ,-1,negatif,,,,,,,
3250, tahapan dilewati tahap eksplorasi tahap praklinis uji klinis persetujuan badan pengatur lisensi manufaktur produksi kontrol kualitas pemerintah mencermati ,1,positif,,,,,,,
3251,sesiapa hebat bidang kajian perubatan doakan semoga cepat dapatkan vaksin covid deh bosan duduk rumah ,1,positif,,,,,,,
3252,juru bicara menteri bumn skakmat fadli zon harga vaksin covid,0,netral,,,,,,,
3253, diorg vaksin covid ,0,netral,,,,,,,
3254, noh vaksin covid,0,netral,,,,,,,
3255,,0,netral,,,,,,,
3256,bilang vaksin covid merubah agama instan dijamin seru,0,netral,,,,,,,
3257,poin persyaratan penilaian vaksin covid who syarat izin badan kesehatan dunia vaksin riset aman efektif okeh manusia,3,positif,,,,,,,
3258,alhamdulillah mahasiswa konsisten isu menolak omnibus law isu komodo kebakaran kejagung vaksin covid hidup mahasiswa,-1,negatif,,,,,,,
3259,rusia hantar permohonan senarai penggunaan kecemasan vaksin covid,-2,negatif,,,,,,,
3260, wajib utamakan keselamatan rakyat pemberian vaksin covid transparan,0,netral,,,,,,,
3261,cegah kontroversi vaksin covid panji hadisoemarto intinya dikomunikasi publik,-1,negatif,,,,,,,
3262,tolong lo bilang sih babeh baca biar lo sih babeh tau suudzon,0,netral,,,,,,,
3263,tong tolong lo suruh babeh lo baca otak lo kudu pintar dikit,1,positif,,,,,,,
3264, frontliners kuasa tentukan darurat pas bahalol nak confirm vaksin covid ditemui negara duk darurat ydpa deh bertitah undang darurat kena check balance nak selamat covid ekonomi negara taliban ,1,positif,,,,,,,
3265, rakyatku takut divaksin sebagau presiden divaksin covid kali vaksin aman kalimat ,0,netral,,,,,,,
3266,tim uji klinis vaksin covid sinovac dicek keamanannya berkali kali,0,netral,,,,,,,
3267,rakornas ki rekomendasikan transparansi vaksin covid,0,netral,,,,,,,
3268, jantan isu covid isu mengarut kah kah kah anti vaksin anjir,-3,negatif,,,,,,,
3269, benda doh baca cakap vaksin covid cucuk badan cip pejadah harm muslim people,1,positif,,,,,,,
3270, kemarin relawan covid koar bilang orang kesehtan kelinci percobaan vaksin covid bilang vaksin ya nolak gue bersyukur pemerintah dahulukan uji cobanya bilang,1,positif,,,,,,,
3271,hahahaha habis cmco plan nak tunggu vaksin covid jumpa lol,0,netral,,,,,,,
3272,pendaftaran membolehkan vaksin rusia tersedia dunia lebihcepat jangkaan,2,positif,,,,,,,
3273, hoax jurus mematikan membungkam rakyat berpendapat rakyat curiga pengadaan vaksin covid mega korupsi ktp rakyat berhak tau harga vaksin covid ,-3,negatif,,,,,,,
3274, vaksin covid seharga prof vaksinnya hak rakyat harga vaksin proyekin rezim jokowi,0,netral,,,,,,,
3275, vaksin covid seharga prof vaksinnya hak rakyat harga vaksin proyekin rezim jokowi,0,netral,,,,,,,
3276,bahan komponin nya prof faksin sinovak nya jamin stlah vaksin bebas covid jamin mrndin nellen air meneral intinya kibulin cina tertarik harga toooh vaksin nya ,1,positif,,,,,,,
3277, serakahnya,0,netral,,,,,,,
3278,pastikan harga vaksin hemat rakyat,0,netral,,,,,,,
3279, vaksin khawatir pemerintah jangkauan harganya,-1,negatif,,,,,,,
3280,,0,netral,,,,,,,
3281,menteri keuangan sri mulyani indrawati proses pengadaan vaksin covid standar ditetapkan internasional,0,netral,,,,,,,
3282,menteri keuangan menkeu sri mulyani indrawati pengadaan pelaksanaan vaksin covid aman efektif sesuai arahan presiden joko widodo,3,positif,,,,,,,
3283,ketua ikatan ahli kesehatan masyarakat ede surya darmawan vaksin solusi akhir penanganan pandemi virus corona covid upaya pencegahan penularan covid digencarkan masyarakat,1,positif,,,,,,,
3284,managing partner inventures memprediksi usaha pusat perbelanjaan mal sulit bangkit vaksin covid diproduksi didistribusikan ,0,netral,,,,,,,
3285,negara sibuk cari penemuan vaksin covid pemulihan ekonomi jokower sibuk goreng issu halusinasi phobia ngigau kali ye,0,netral,,,,,,,
3286,vaksin merah putih mrpkn vaksin murni buatan negeri strain covid perkembangan vaksin mencapai ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3287,nya pajak dikorup orang orang memegang tender vaksin covid wkwkwk,0,netral,,,,,,,
3288, warga mrs keamanan vaksin covid adkh hak mnolak vksinasi ancmn denda rkyt mnolak kemana saluran hukumny,0,netral,,,,,,,
3289,pemerintah dinilai hatihati distribusikan vaksin covid,1,positif,,,,,,,
3290,pasca imunisasi pemerintah menugaskan kementerian kesehatan monitor evaluasi psl peraturan presiden pengadaan vaksin pelaksanaan vaksinasi rangka penanggulangan pandemi covid tugas pokok nya dijalankan ,1,positif,,,,,,,
3291, surat asli palsu vaksin covid bekasi,0,netral,,,,,,,
3292,ketersediaan vaksin covid sumber,0,netral,,,,,,,
3293, rakyat mnghormati pemerintah silakan penguasa keluarga sanak saudara ponakan ipar mertua dst ksempatan mencoba vaksin covid ,1,positif,,,,,,,
3294,keren deklarasi kawan vaksin sumpah pemuda semoga bebas pandemi covid,2,positif,,,,,,,
3295, korang harapkan belanjawan harapkan peruntukan sektor kesihatan vaksin covid peruntukan sekolah pedalaman ipta tambahan biasiswa peruntukan nfcp,0,netral,,,,,,,
3296, vaksin ditemukan diproduksi massal pengetatan sosial dikombinasikan jaga jarak memakai masker mencuci tangan alat ampuh menekan penularan covid,0,netral,,,,,,,
3297,update terkait vaksin covid pemerintah berencana vaksin covid sinovac desember vaksin merah putih masuk tahap uji hewan,0,netral,,,,,,,
3298, enam kelompok diprioritaskan menerima vaksin covid disuntik alasannya sederhana vaksin lampu hijau who,1,positif,,,,,,,
3299, pintar deh bicara biaya dsbnya coba coba hpp cogs vaksin jatuhnya harga jual dibilang ya wis ta ojok kemeroh,1,positif,,,,,,,
3300, agamamu dihina reaksimu menemukan vaksin covid teknologi internet murah teknologi nuklir aman murah menggal marahmarah duh goblognya,0,netral,,,,,,,
3301,ya allah sok glad came from educated family imagine my family anti vaksin percaya konspirasi theory covid agenda yahudi ya allah ,-3,negatif,,,,,,,
3302,berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis yuk simak infonya ,0,netral,,,,,,,
3303,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3304,berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis yuk simak infonya ,0,netral,,,,,,,
3305,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3306,yess adek if gomen vaksin covid dorang tanak unless bahan vaksin bahan natural sanggup bayar mahal,0,netral,,,,,,,
3307,,0,netral,,,,,,,
3308,mun deh vaksin covid malaysia tok klak camne indak ngn geng indak antivaksin tok oh,0,netral,,,,,,,
3309,rakornas ki rekomendasikan transparansi vaksin covid,0,netral,,,,,,,
3310,presiden tergesa pastikan keamanan keefektifan vaksin covid,0,netral,,,,,,,
3311, menteri riset teknologi kepala badan riset bambang beodjonegoro produksi massal vaksin covid merah putih pemerintah menggandeng industri swasta memenuhi kebutuhan vaksin mandiri,1,positif,,,,,,,
3312,pemerintah keamanan vaksin tersebar berita berita meragukan keamanan vaksin covid diproduksi,-1,negatif,,,,,,,
3313, vaksin negeri pemerintah memasok vaksin covid negara pemerintah gencar mengamankan vaksin negara bm,0,netral,,,,,,,
3314, gerakan inklusif bergerak peduli terlibat upaya menanggulangi covid penyebaran vaksin,-2,negatif,,,,,,,
3315,kabar menggembirakan mengembangkan vaksin covid ,1,positif,,,,,,,
3316, pemerintah lantaran tersebar kabar anggapan meragukan keamanan vaksin covid diproduksi,-1,negatif,,,,,,,
3317,kabar terbaru vaksin virus corona covid hasil pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan vaksin bernama dikembangkan eijkman strain virus corona ,-1,negatif,,,,,,,
3318,guys pemerintah alur pengembangan vaksin virus corona covid pengembangan vaksin serangkaian proses diproduksi massal bb,-1,negatif,,,,,,,
3319, enam sasaran penerima vaksin covid ditetapkan pemerintah total juta orang,1,positif,,,,,,,
3320, menristek bambang kemampuan riset lembaga institusi mumpuni pandemi covid membutuhkan percepatan pengembangan vaksin jalur impor ,1,positif,,,,,,,
3321, ragukan tim uji klinis vaksin covid universitas padjadjaran riwayat kredibilitas uji klinik vaksin,0,netral,,,,,,,
3322, mencapai kekebalan kelompok herd immunity covid dibutuhkan juta dosis vaksin sih,0,netral,,,,,,,
3323, gerakan inklusif bergerak peduli terlibat upaya menanggulangi covid penyebaran vaksin,-2,negatif,,,,,,,
3324, berita haox cek fakta harga vaksin covid brasil rp ribu simak kebenarannya pikiran rakyat pangandaran,0,netral,,,,,,,
3325, sih semoga rp ,0,netral,,,,,,,
3326, korsel suntik vaksin flu vaksin covid mengerti,0,netral,,,,,,,
3327, gerakan inklusif bergerak peduli terlibat upaya menanggulangi covid penyebaran vaksin,-2,negatif,,,,,,,
3328,juru bicara satuan tugas penanganan covid wiku adisasmito vaksin covid masyarakat lulus tahapan uji klinis cr,0,netral,,,,,,,
3329, pemerintah bergantung vaksin covid buatan negeri mengembangkan jenis vaksin merah putih,0,netral,,,,,,,
3330, enam sasaran penerima vaksin covid ditetapkan pemerintah total juta orang ,1,positif,,,,,,,
3331, komite penanganan covid pemulihan ekonomi nasional kpc pengin vaksin aman masyarakat,2,positif,,,,,,,
3332, keamananan vaksinnya masyarakat vaksin tahap tenaga medis garda terdepan mengurusi pasien covid,2,positif,,,,,,,
3333,pemerintah pastikan vaksin covid indoneesia berstandar who,0,netral,,,,,,,
3334,konon vaksin hakikatnya racun segelintir rakyat sia percaya covid agenda illuminati,-1,negatif,,,,,,,
3335, menristek bambang kemampuan riset lembaga institusi mumpuni pandemi covid membutuhkan percepatan pengembang,1,positif,,,,,,,
